токен	IDF
служить	4.605170
случае	1.897120
случаев	4.605170
случаи	2.407946
случайно	2.407946
случайный	3.912023
случалось	2.525729
случая	3.506558
случаях	3.218876
случилось	3.506558
слышали	3.912023
слышать	4.605170
слякотно	4.605170
см	2.040221
смажьте	4.605170
смазанное	4.605170
смазать	3.506558
смазываем	4.605170
смазывала	4.605170
смазывания	4.605170
смак	4.605170
смачивает	4.605170
смачиваются	4.605170
смело	2.120264
смелость	4.605170
смертной	4.605170
смесей	4.605170
смеси	2.995732
смесь	1.660731
смесью	3.506558
сметана	0.105361
сметане	3.506558
сметанкой	2.995732
сметанная	4.605170
сметанно	3.912023
сметанной	3.912023
сметанный	3.912023
сметанным	4.605170
сметаной	3.912023
сметану	3.506558
сметаны	2.659260
смеха	3.912023
смешав	4.605170
смешала	3.506558
смешанного	0.116534
смешанную	4.605170
смешать	2.995732
смешно	3.506558
смеялись	4.605170
смеётся	4.605170
смогла	3.506558
смогли	3.506558
смогу	2.659260
сможет	3.218876
сможете	0.040822
смородина	3.912023
смородинового	4.605170
смородиновый	3.912023
смородины	4.605170
смотрела	3.912023
смотреться	3.218876
смотрите	3.506558
смотрится	3.218876
смотришь	4.605170
смотрю	4.605170
смотря	2.995732
смуглянка	4.605170
смузи	0.040822
смущают	2.995732
смысл	4.605170
смысла	4.605170
смысле	2.813411
смягчить	4.605170
снаружи	2.525729
сначала	2.120264
снег	3.912023
снегом	4.605170
снежк	3.912023
снежки	4.605170
снежная	4.605170
снежные	4.605170
снежных	4.605170
снежок	4.605170
сникерс	3.912023
снимала	4.605170
снимать	4.605170
снова	2.407946
снэк	0.116534
сняв	4.605170
снял	4.605170
сняли	4.605170
снятие	4.605170
снятия	3.912023
снять	3.218876
собакой	2.659260
собаку	3.218876
собеседника	3.506558
собираем	4.605170
собираемых	4.605170
собирает	4.605170
собираетесь	0.040822
собирал	4.605170
собиралась	2.525729
собирать	3.912023
собираю	4.605170
собираюсь	4.605170
собираются	2.995732
соблазн	4.605170
соблюдаем	4.605170
соблюдает	2.995732
соблюдать	4.605170
соблюдают	2.813411
соблюдение	4.605170
соблюдения	4.605170
собралась	4.605170
собрались	4.605170
собраны	4.605170
собрать	4.605170
собственно	2.120264
собственного	4.605170
собственном	2.407946
собственными	3.506558
собственных	4.605170
событие	2.995732
события	4.605170
совершенно	1.171183
совершенство	0.116534
совершила	3.506558
совесть	4.605170
совестью	2.995732
совет	3.218876
советами	0.040822
советов	3.506558
советом	4.605170
советские	3.912023
советский	3.506558
советском	3.912023
совету	2.995732
советую	1.139434
советы	3.912023
совместив	3.218876
совместила	4.605170
совмещая	4.605170
современные	4.605170
современных	3.506558
совсем	1.139434
согласен	4.605170
согласие	4.605170
согласилась	4.605170
согласитесь	3.218876
согласиться	3.912023
согласия	4.605170
согласна	3.912023
согласная	3.912023
согласно	2.302585
согласны	4.605170
соглашаетесь	0.040822
соглашается	4.605170
соглашусь	4.605170
согревающий	4.605170
согреет	4.605170
сода	0.967584
содержанием	4.605170
содержит	3.218876
соду	3.912023
соды	3.506558
соевого	4.605170
соевый	0.798508
соевым	2.525729
соединенных	4.605170
сожалению	2.525729
создавать	3.912023
создает	0.116534
создал	4.605170
созданию	4.605170
создания	0.261365
создать	3.506558
создают	4.605170
создаёт	4.605170
созревания	4.605170
созрела	3.218876
созреть	4.605170
созреют	3.218876
сои	3.912023
сок	0.116534
сока	0.105361
соками	4.605170
соки	0.040822
соком	2.207275
сократит	4.605170
сокровенным	4.605170
соку	2.407946
солдаты	4.605170
соленая	3.912023
солений	3.912023
соленой	2.995732
соленые	0.116534
соленый	2.813411
соленым	4.605170
солеными	4.605170
соленых	3.912023
соленья	0.116534
соли	2.525729
солила	4.605170
солим	3.506558
солить	4.605170
солнечная	4.605170
солнечной	0.127833
солнечную	4.605170
солнце	4.605170
солнцем	4.605170
солнышка	4.605170
соло	3.912023
соломка	4.605170
соломкой	3.912023
солончаках	4.605170
соль	0.150823
солью	3.218876
солю	3.912023
солянка	0.040822
солянками	4.605170
солянке	3.506558
солянки	2.995732
солянку	2.995732
солянок	4.605170
соляночка	4.605170
солёное	4.605170
солёностями	4.605170
солёных	4.605170
сомневалась	2.995732
сомневаюсь	4.605170
сомневающихся	3.912023
сомнений	4.605170
сомнения	3.506558
сон	4.605170
сообразила	4.605170
сообщений	4.605170
сообщениях	4.605170
сообщества	4.605170
сообществах	4.605170
сообщи	4.605170
сообщил	4.605170
сообщите	3.912023
сообщить	4.605170
соответствии	3.912023
соответствует	2.302585
соответствуют	3.912023
соответствующие	4.605170
соотечественнику	4.605170
соотношение	4.605170
соперничать	4.605170
сопротивления	4.605170
сорбет	4.605170
сорта	4.605170
сортами	4.605170
сортировать	0.248461
сосед	4.605170
соседка	4.605170
соседним	4.605170
соседок	4.605170
соседству	4.605170
соседям	4.605170
сосиска	2.659260
сосиски	3.218876
сосиской	3.912023
сосисок	3.912023
соскучилась	3.506558
сосредоточен	3.912023
состав	1.897120
состава	3.506558
составе	2.407946
составили	4.605170
составило	2.525729
составит	4.605170
составить	4.605170
составляла	4.605170
составляющие	3.912023
составляющих	3.218876
составляющую	3.912023
составу	3.218876
составь	0.116534
состоит	2.525729
состояние	4.605170
состояния	4.605170
сосуд	4.605170
соте	4.605170
сотейнике	4.605170
сотрудница	4.605170
сотый	3.506558
соус	0.040822
соуса	1.897120
соусами	4.605170
соусах	4.605170
соусе	1.897120
соусов	2.813411
соусом	0.116534
соусы	0.116534
сохранена	4.605170
сохранения	4.605170
сохранить	3.506558
сохраняет	3.506558
сохраняется	4.605170
сохранять	0.040822
соцветием	4.605170
соцветия	4.605170
социальная	3.218876
социальную	3.506558
соцопрос	3.218876
соцсети	0.040822
сочетаемые	3.506558
сочетает	4.605170
сочетается	2.659260
сочетание	0.116534
сочетанием	3.506558
сочетании	3.506558
сочетанию	4.605170
сочетания	3.912023
сочетать	4.605170
сочетаются	3.912023
сочетающая	3.506558
сочетающийся	4.605170
сочитаются	4.605170
сочная	2.302585
сочнее	3.506558
сочнейшая	4.605170
сочнейшей	4.605170
сочни	4.605170
сочно	2.120264
сочного	4.605170
сочное	0.116534
сочной	2.813411
сочность	3.506558
сочную	2.995732
сочные	1.966113
сочный	2.407946
сочным	2.302585
сочными	3.218876
сочных	4.605170
сошли	3.912023
сошлись	4.605170
союзе	3.506558
спагетти	3.218876
спальней	3.912023
спальнями	0.446287
спаржа	3.506558
спарже	4.605170
спаржи	4.605170
спаржу	3.912023
спасение	4.605170
спасибки	4.605170
спасибо	0.673345
спасти	4.605170
спасут	4.605170
специализируются	3.912023
специалист	4.605170
специально	2.813411
специального	3.912023
специальное	0.116534
специальные	3.912023
специальный	4.605170
специальным	4.605170
специальных	3.912023
специи	0.105361
специй	1.966113
специфический	3.912023
специя	4.605170
специями	2.525729
специях	4.605170
спецпроект	0.116534
спешите	3.912023
спешу	2.040221
спиральки	3.912023
спиртные	4.605170
списке	4.605170
список	0.116534
спихиваю	4.605170
сплошное	4.605170
сплюснутым	4.605170
сподвигла	4.605170
спокан	4.605170
спокойно	4.605170
спокойной	2.995732
спонтанно	4.605170
спор	4.605170
спорить	3.912023
споров	4.605170
спортивных	3.912023
спорю	4.605170
споря	4.605170
способ	1.427116
способа	3.218876
способами	4.605170
способе	2.525729
способом	2.207275
способу	3.506558
спою	0.116534
справедливости	4.605170
справится	2.995732
справиться	3.912023
спрашивала	4.605170
спрашивать	4.605170
спрашивая	3.506558
спрингс	3.912023
спрингфилд	4.605170
спросил	3.912023
спросила	4.605170
спросите	3.506558
спросить	3.912023
спросом	3.506558
спьедини	4.605170
сравнение	3.912023
сравнению	4.605170
сравнить	4.605170
сравниться	3.506558
сразу	0.733969
среда	3.506558
средиземноморская	0.127833
средиземноморском	3.912023
среднеазиатским	4.605170
средневековой	4.605170
средневековый	4.605170
среднего	3.912023
среднее	3.218876
среднем	3.506558
среднерусски	4.605170
средний	4.605170
средними	4.605170
средой	4.605170
срезе	4.605170
сроки	4.605170
срочно	3.218876
ссср	3.218876
сссровские	3.506558
ссылку	4.605170
ст	2.659260
стабилизатор	4.605170
стабилизация	4.605170
ставим	4.605170
ставридки	4.605170
ставьте	4.605170
стажем	3.912023
стайл	4.605170
стак	4.605170
стакан	4.605170
стакана	3.912023
стакане	4.605170
стаканчики	4.605170
стали	3.912023
стало	2.995732
станет	1.832581
становился	3.912023
становится	3.506558
становясь	3.506558
становятся	3.912023
станции	3.912023
стань	4.605170
старалась	4.605170
стараться	4.605170
стараюсь	2.813411
старейших	4.605170
старинная	4.605170
старинное	3.912023
старинный	4.605170
старинным	3.912023
старо	4.605170
старого	4.605170
старое	4.605170
старпом	4.605170
старта	4.605170
стартует	4.605170
старше	3.912023
старые	0.261365
старый	2.040221
старых	4.605170
статей	2.995732
статуи	4.605170
статую	4.605170
стать	1.966113
статьи	3.912023
статью	3.506558
статья	4.605170
статьях	0.061875
стейк	2.813411
стейка	4.605170
стекающая	4.605170
стеклокерамике	4.605170
степени	4.605170
степи	2.302585
степному	2.407946
степях	4.605170
стерильным	3.506558
стечь	4.605170
стиле	0.116534
стиля	0.116534
сто	3.912023
стодневку	4.605170
стоит	1.771957
стоктон	3.506558
стол	0.105361
стола	0.116534
столами	3.218876
столах	2.813411
столе	1.469676
столиком	4.605170
столичные	4.605170
столовой	3.506558
столовские	4.605170
столовых	3.506558
столом	2.995732
столу	2.302585
столы	4.605170
столь	3.506558
столько	2.040221
стопроцентное	4.605170
стопятидесятый	4.605170
сторон	4.605170
сторона	4.605170
сторонников	4.605170
стороной	3.912023
сторону	2.813411
стороны	2.659260
стоун	4.605170
стою	4.605170
стояла	4.605170
стояли	2.659260
стоят	4.605170
стоять	3.912023
стран	3.218876
страна	2.525729
странах	3.912023
страниц	2.525729
страничка	4.605170
страничке	4.605170
странно	2.659260
страну	3.506558
страны	2.995732
страсть	4.605170
страстью	4.605170
стратфорд	4.605170
страхом	4.605170
страшилок	3.912023
страшнее	4.605170
стрелка	4.605170
стремиться	4.605170
строго	2.407946
строгой	4.605170
строгом	4.605170
строительстве	0.040822
строительству	0.040822
строить	0.040822
стройной	0.116534
стружка	3.218876
стружки	3.912023
стружку	4.605170
струйкой	2.995732
структура	3.912023
структуре	3.218876
структурой	4.605170
структуру	3.912023
стручки	4.605170
стручковая	3.506558
стручковую	4.605170
стряпать	4.605170
студенты	4.605170
ступке	4.605170
стучали	4.605170
стушила	4.605170
стыда	4.605170
стыдно	2.120264
стыду	4.605170
су	4.605170
субботний	4.605170
субпродуктов	0.116534
субпродукты	0.116534
суд	2.525729
судак	4.605170
судите	2.813411
судить	4.605170
судна	2.995732
судьбы	4.605170
судя	4.605170
сужающаяся	4.605170
сумасшедший	2.207275
сумах	3.218876
сумахом	4.605170
сумела	4.605170
сунели	2.207275
суп	0.040822
супа	0.040822
супами	4.605170
супе	4.605170
супер	2.302585
супербабушка	1.237874
супермаркетах	3.912023
супермаркете	4.605170
супермаркетов	4.605170
супов	3.506558
супом	3.506558
супруг	3.218876
супруга	3.506558
супу	3.506558
супчик	2.302585
супчика	3.912023
супчиков	4.605170
супы	0.040822
сурик	3.912023
сурими	4.605170
сути	4.605170
сутки	2.120264
суток	2.525729
суточные	4.605170
суфле	0.040822
суффикс	4.605170
сухари	0.040822
сухариками	3.912023
сухарики	2.659260
сухариков	4.605170
сухие	3.912023
суховато	3.506558
суховаты	3.912023
сухого	4.605170
сухое	1.660731
сухомятину	4.605170
сухофруктами	4.605170
сухофруктов	3.912023
сухофрукты	3.912023
сухую	3.912023
сушеные	4.605170
сушеный	4.605170
сушеных	4.605170
суши	0.040822
сушиманка	4.605170
существует	2.659260
существуют	4.605170
сферу	4.605170
сфоткать	3.912023
сфотографировать	4.605170
сходили	4.605170
схож	4.605170
счастлив	3.912023
счастливым	4.605170
счастье	3.506558
счастья	2.407946
счета	4.605170
считает	4.605170
считается	3.912023
считайте	4.605170
считалась	4.605170
считалось	4.605170
считанные	1.966113
считать	2.302585
считаю	3.218876
считают	4.605170
считая	4.605170
счёт	4.605170
сша	2.813411
съедается	2.813411
съедал	2.995732
съедают	4.605170
съедаются	3.912023
съедена	3.912023
съедено	4.605170
съедите	4.605170
съедобное	4.605170
съедобные	4.605170
съедобный	3.506558
съедобными	4.605170
съедобных	4.605170
съедят	4.605170
съедятся	4.605170
съел	4.605170
съела	2.659260
съели	3.912023
съелись	4.605170
съем	3.218876
съесть	2.995732
сыворотка	3.912023
сыворотке	4.605170
сын	2.407946
сына	3.912023
сыном	4.605170
сыну	3.506558
сынуля	3.912023
сыр	0.040822
сыра	0.116534
сырами	0.127833
сыре	4.605170
сырная	4.605170
сырник	0.040822
сырника	3.506558
сырники	0.116534
сырников	3.912023
сырно	2.813411
сырного	3.912023
сырное	3.506558
сырной	2.302585
сырном	3.506558
сырные	0.040822
сырный	2.407946
сырными	2.995732
сырных	4.605170
сыровяленное	4.605170
сырого	4.605170
сыроедки	4.605170
сыроежек	3.506558
сырок	3.218876
сыром	0.713350
сыры	3.506558
сырые	2.995732
сырым	4.605170
сыскать	4.605170
сытная	3.506558
сытно	1.771957
сытного	3.912023
сытное	2.207275
сытность	4.605170
сытную	4.605170
сытные	4.605170
сытный	0.105361
сытным	2.995732
сытными	4.605170
сычуаньский	4.605170
сычужными	0.127833
сэкономить	3.912023
сэкономят	4.605170
сэндвич	3.218876
сэндвичей	4.605170
сэндвичи	0.127833
сюда	2.995732
сюрприз	0.116534
сюрпризом	4.605170
сяке	4.605170
табака	3.912023
табаско	3.912023
табашник	4.605170
таджикская	0.116534
таджикской	4.605170
тает	2.120264
таиланда	3.506558
тай	4.605170
тайланде	3.506558
таймс	2.407946
тайнами	3.218876
тайны	2.995732
тайская	0.116534
тайского	3.506558
тайцы	3.506558
таки	1.237874
таким	1.021651
такими	2.659260
таких	1.660731
таковой	4.605170
таковые	3.912023
такого	1.078810
таком	1.897120
такома	4.605170
такому	3.912023
такую	1.427116
талантливого	4.605170
талии	4.605170
таллахасси	4.605170
талса	4.605170
тами	3.506558
танго	4.605170
танцы	4.605170
таня	3.912023
тапака	4.605170
тапеи	3.506558
тапками	3.506558
тарасун	4.605170
тарелками	4.605170
тарелке	1.897120
тарелки	2.995732
тарелку	3.506558
тарелочка	4.605170
тарелочке	4.605170
тарелочки	3.912023
таркованная	4.605170
тарт	0.116534
тарталетках	4.605170
тарталетки	0.040822
тарталеток	4.605170
татарская	0.116534
татарский	2.995732
татарское	4.605170
тато	3.912023
татра	3.912023
татуша	4.605170
татьяна	3.912023
тают	3.912023
тающее	3.218876
тающие	3.912023
тающий	2.407946
таящим	4.605170
твердо	3.912023
твердые	4.605170
твердый	0.562119
твои	0.116534
творений	4.605170
твори	0.116534
творог	0.040822
творога	1.897120
творогом	0.105361
творожка	3.218876
творожная	2.302585
творожник	3.218876
творожно	2.813411
творожного	4.605170
творожное	0.116534
творожной	3.506558
творожном	4.605170
творожные	0.116534
творожный	0.116534
творожных	4.605170
творожок	4.605170
творческие	4.605170
творчества	4.605170
тврожный	4.605170
теги	2.407946
текст	4.605170
текста	4.605170
текстура	4.605170
текстуре	4.605170
текстурой	4.605170
текстуру	4.605170
текущего	4.605170
текущие	4.605170
теле	4.605170
телевизионной	4.605170
телевизор	4.605170
телевизору	3.506558
телеграм	0.040822
телефона	4.605170
телефону	4.605170
телодвижений	3.912023
телом	4.605170
телятина	3.912023
телятины	0.116534
тем	0.967584
тема	3.912023
темам	4.605170
темари	4.605170
теме	3.912023
теми	3.218876
темный	2.040221
темпе	4.605170
температурах	3.912023
температуре	4.605170
температурного	4.605170
температурном	4.605170
температуру	3.506558
темпура	4.605170
темпуре	4.605170
тему	2.995732
теперь	0.916291
тепла	4.605170
тепленького	4.605170
тепло	4.605170
тепловой	4.605170
теплого	4.605170
теплое	4.605170
теплом	0.116534
теплые	3.506558
теплым	4.605170
термин	3.912023
термической	4.605170
термос	4.605170
термосе	3.912023
терпение	2.407946
терпения	3.912023
терпеть	4.605170
терпкого	4.605170
терпкостью	4.605170
террасами	4.605170
террасой	0.798508
террин	0.040822
терринов	3.506558
территории	4.605170
тертое	4.605170
тертый	3.506558
теряет	4.605170
тест	0.127833
теста	0.105361
тесте	2.040221
тесто	0.040822
тестом	2.302585
тесту	4.605170
тет	4.605170
тети	3.912023
тетрадке	4.605170
тетрадочки	3.912023
тетраццини	4.605170
тетю	4.605170
тетя	3.506558
теф	4.605170
тефтели	3.912023
тефтеллины	4.605170
тефф	4.605170
тех	0.634878
техника	0.105361
технические	4.605170
технической	4.605170
технологии	2.407946
технологию	4.605170
технология	4.605170
техподдержка	4.605170
течение	2.995732
тещ	4.605170
тещей	4.605170
тещин	0.040822
тещиного	4.605170
ти	3.912023
тиани	4.605170
тигр	4.605170
тигра	4.605170
тиллмок	4.605170
тимбали	4.605170
тимьян	2.659260
тип	4.605170
типа	2.995732
типичное	4.605170
типу	4.605170
тирамису	4.605170
тис	4.605170
тиса	4.605170
тиффани	4.605170
тихим	4.605170
тихоокеанских	4.605170
тишь	4.605170
ткемали	4.605170
тм	0.127833
тмин	2.407946
товарищи	4.605170
тога	4.605170
тогдашнего	2.407946
того	1.427116
той	3.912023
токай	4.605170
толедо	4.605170
толк	3.912023
толкушка	4.605170
толстого	3.912023
том	1.171183
тома	4.605170
томатами	2.407946
томатная	1.560648
томатно	4.605170
томатное	4.605170
томатной	4.605170
томатном	4.605170
томатный	1.897120
томатным	4.605170
томатов	3.912023
томаты	2.302585
томила	4.605170
томленная	3.912023
томогавк	4.605170
тому	2.659260
тонгба	4.605170
тоненькие	3.912023
тоненькими	4.605170
тоненькое	3.218876
тонкие	3.506558
тонкий	4.605170
тонким	4.605170
тонкими	2.659260
тонких	3.912023
тонко	2.407946
тонкого	2.302585
тонкое	3.912023
тонкой	2.302585
тонкости	2.995732
тонкость	4.605170
тонкостями	4.605170
тонкую	4.605170
тонюсеньких	4.605170
топку	3.912023
топленое	0.116534
топлёное	4.605170
топорики	4.605170
торговал	4.605170
торговца	3.506558
торжества	3.506558
торжественно	4.605170
торжественный	3.912023
торжество	4.605170
торнтон	4.605170
торопись	3.506558
торрингтон	4.605170
торт	0.040822
торта	2.120264
торте	3.912023
тортик	1.966113
тортика	3.912023
тортиков	4.605170
тортиком	3.912023
тортов	2.659260
торту	4.605170
торты	0.116534
тосканский	4.605170
тосте	3.506558
тостер	4.605170
тотова	4.605170
точка	4.605170
точке	4.605170
точки	4.605170
точкой	4.605170
точнее	3.218876
точь	4.605170
тошка	4.605170
трав	3.912023
трава	4.605170
травами	4.605170
травка	4.605170
травы	0.105361
травянистых	4.605170
традиции	0.116534
традиций	0.116534
традиционная	4.605170
традиционно	2.995732
традиционное	3.218876
традиционной	3.218876
традиционному	4.605170
традиционности	4.605170
традиционную	4.605170
традиционные	2.525729
традиционный	2.995732
традиционным	3.218876
традиционными	4.605170
традиция	3.912023
традициях	0.116534
транспортировки	4.605170
тратим	3.912023
тратить	3.506558
требованием	4.605170
требований	4.605170
требованиям	2.659260
требованиями	4.605170
требовать	4.605170
требует	2.995732
требуется	2.302585
требуют	3.218876
требующему	3.912023
требующий	4.605170
трем	4.605170
тремя	4.605170
трепетно	4.605170
треска	4.605170
трескается	4.605170
трески	3.912023
тресковых	4.605170
трети	3.912023
третьим	4.605170
третьих	4.605170
треугольные	3.912023
трех	3.912023
трехлетием	0.116534
три	1.386294
тривиальный	4.605170
тридцать	4.605170
трижды	2.302585
тримолин	4.605170
триста	4.605170
трое	4.605170
тройки	3.506558
тропические	3.912023
тропическое	4.605170
тростниковый	3.912023
трофейных	4.605170
труа	4.605170
трубочки	0.040822
труда	2.407946
трудная	4.605170
трудно	2.040221
трудности	3.218876
трудовой	4.605170
трудоемкая	4.605170
трудоемко	4.605170
трудоемок	3.912023
трудом	3.218876
трудоёмок	4.605170
труды	3.912023
трюфели	4.605170
трюфель	4.605170
трюфельная	4.605170
трюфельных	4.605170
трёх	4.605170
ттшка	2.995732
ту	4.605170
туго	4.605170
тульский	4.605170
тунец	3.506558
тунисская	0.116534
тунисский	4.605170
туношна	4.605170
тунцом	0.116534
турецкая	0.116534
турецки	4.605170
турецкий	4.605170
турецким	4.605170
турецкую	4.605170
тусон	4.605170
тутовая	4.605170
тушеная	3.506558
тушение	3.912023
тушенка	3.506558
тушеной	3.218876
тушеные	3.506558
тушеных	4.605170
тушить	4.605170
тушиться	4.605170
тушки	3.912023
тушу	4.605170
тушёнка	4.605170
тушёнкой	4.605170
тушёные	4.605170
тщательно	3.912023
тщетны	4.605170
тыква	0.040822
тыквенная	4.605170
тыквенные	3.912023
тыквенный	3.218876
тыквой	4.605170
тыкву	3.912023
тыквы	3.912023
тысячи	3.506558
тысячу	4.605170
тэги	2.407946
тюльпаны	4.605170
тягуч	4.605170
тяжело	2.995732
тяжелое	4.605170
тяжелый	4.605170
тянущееся	4.605170
тянущимся	4.605170
тяп	3.912023
тёмный	4.605170
тёплом	3.912023
тёплый	3.912023
тёплым	4.605170
тёрке	4.605170
тёртый	4.605170
убавить	4.605170
убедились	3.912023
убедитесь	2.120264
убеждена	4.605170
убежденные	3.912023
уберечь	4.605170
убирали	3.912023
убить	4.605170
убрать	3.218876
убыванию	4.605170
уважающем	3.506558
уваривание	4.605170
уваривают	4.605170
уведомлений	4.605170
уведомления	0.040822
увеличив	3.506558
увеличивай	4.605170
увеличить	3.912023
увеличьте	4.605170
уверен	2.995732
уверена	1.272966
уверяю	2.813411
увидев	4.605170
увидел	2.995732
увидела	1.427116
увидите	3.912023
увлекательный	4.605170
увлеклась	4.605170
увлечения	4.605170
увольнении	4.605170
увы	4.605170
угадаешь	4.605170
угадай	3.912023
углеводы	2.407946
углом	4.605170
уговорила	4.605170
угодить	4.605170
угодно	2.995732
уголки	4.605170
уголочке	4.605170
угорь	4.605170
угостила	2.995732
угостили	3.912023
угостить	2.407946
угощайтесь	1.021651
угощали	4.605170
угощались	4.605170
угощать	3.506558
угощаю	3.912023
угощение	4.605170
угощений	4.605170
угощения	3.912023
угощу	3.218876
угрюмова	4.605170
удается	4.605170
удалась	4.605170
удаления	3.218876
удались	4.605170
удалить	3.912023
удалось	3.912023
удался	4.605170
удалю	1.771957
ударе	4.605170
удачен	4.605170
удачи	3.218876
удачная	0.116534
удачно	3.218876
удачное	3.912023
удачный	3.506558
удачным	4.605170
уделить	4.605170
удиви	0.116534
удивил	3.218876
удивила	4.605170
удивилась	3.218876
удивило	4.605170
удивит	4.605170
удивите	3.218876
удивительно	3.218876
удивительный	3.506558
удивительным	4.605170
удивить	1.771957
удивишь	2.813411
удивлена	2.995732
удивленные	4.605170
удивляет	4.605170
удивляйте	0.116534
удивлять	4.605170
удивляются	4.605170
удобен	4.605170
удобная	4.605170
удобно	2.659260
удобное	3.912023
удобной	4.605170
удобны	4.605170
удобный	3.912023
удобства	3.912023
удовлетворен	4.605170
удовлетворена	3.506558
удовлетворяет	2.659260
удовлетворяющие	4.605170
удовольствие	2.813411
удовольствием	0.116534
удовольствия	2.302585
уж	0.693147
ужас	3.912023
ужаса	3.912023
ужасно	4.605170
ужин	0.094311
ужина	2.207275
ужинать	3.506558
ужином	2.659260
ужину	3.912023
узбекская	0.116534
узбекской	4.605170
узкого	2.995732
узнав	4.605170
узнавали	3.506558
узнала	2.302585
узнать	4.605170
узнают	4.605170
уилмингтон	4.605170
уинстон	4.605170
уичита	4.605170
уичито	3.912023
уйдет	4.605170
уйдёт	4.605170
укажите	4.605170
указала	3.506558
указанного	3.912023
указано	3.506558
указать	4.605170
указываете	4.605170
указывали	4.605170
укоренившееся	4.605170
украдкой	4.605170
украине	4.605170
украинская	0.116534
украински	4.605170
украинский	2.995732
украинской	3.506558
украины	2.995732
украсит	1.560648
украсить	3.912023
украшать	4.605170
украшение	4.605170
украшением	3.506558
украшения	0.116534
укрепления	4.605170
укроп	0.562119
укропа	4.605170
укропного	4.605170
укропом	4.605170
уксус	0.634878
уксуса	3.218876
уксусная	4.605170
уксусную	4.605170
уксусом	2.120264
улетает	3.506558
улетела	4.605170
улитки	3.912023
улитыч	3.912023
улица	4.605170
улицах	4.605170
улице	3.912023
уличный	4.605170
уловки	4.605170
улучшение	4.605170
улыбаясь	3.912023
улыбкой	3.506558
улыбок	3.506558
ультрасовременная	4.605170
улётные	3.912023
ум	4.605170
ума	3.218876
уме	4.605170
умеет	4.605170
умеете	4.605170
умелые	4.605170
умением	4.605170
уменьшение	4.605170
уменьшив	4.605170
уменьшила	4.605170
уменьшительный	4.605170
умерла	4.605170
уместны	4.605170
умею	2.995732
умиротворение	4.605170
умные	4.605170
умопомрачительный	2.995732
умопомрачительным	2.302585
умыслом	4.605170
умял	3.218876
универсален	3.912023
универсальное	4.605170
универсальном	4.605170
универсальности	3.912023
универсальны	4.605170
университете	3.912023
уникально	4.605170
уникальный	3.912023
уникальным	4.605170
уничтожения	4.605170
унла	4.605170
уоррен	4.605170
упаковке	4.605170
упаковок	4.605170
упаси	4.605170
уплетает	4.605170
уполномоченные	4.605170
упоминается	4.605170
упорно	3.912023
употребить	3.506558
употреблением	0.116534
употребляемых	3.912023
употреблять	2.525729
употребляют	4.605170
употребляются	3.912023
управление	4.605170
упругий	4.605170
упругой	4.605170
упустите	3.912023
ура	2.120264
урале	4.605170
уралочка	4.605170
уральская	0.116534
уральский	4.605170
уровень	3.506558
уровни	4.605170
уровня	2.302585
урожай	0.105361
урожайный	4.605170
урожая	4.605170
усваивается	4.605170
усилий	3.218876
усилия	3.912023
услал	4.605170
условии	4.605170
условий	4.605170
условиям	3.506558
условиями	3.912023
условиях	1.771957
услышав	4.605170
усмотрение	4.605170
усовершенствовала	4.605170
успеваем	4.605170
успел	4.605170
успела	4.605170
успели	4.605170
успеть	4.605170
успехов	4.605170
успехом	3.506558
успешно	3.506558
успокоюсь	4.605170
уст	3.506558
уставшей	4.605170
установила	4.605170
установку	4.605170
установленные	4.605170
устоите	4.605170
устоять	3.506558
устроим	4.605170
устройстве	4.605170
уступает	4.605170
утащила	3.912023
утварь	4.605170
утверждает	3.506558
утверждают	4.605170
утверждение	4.605170
утерял	4.605170
утка	3.912023
утки	0.116534
уток	4.605170
утомленные	4.605170
утонул	4.605170
утонченные	4.605170
уточнения	4.605170
уточнила	4.605170
уточняю	2.995732
утра	3.218876
утрам	4.605170
утренняя	4.605170
утро	3.506558
утром	2.207275
ууу	4.605170
ууууууууууууууу	4.605170
ух	2.995732
уха	0.040822
уход	4.605170
уходили	4.605170
уходит	2.525729
уходить	4.605170
уходя	4.605170
уходят	4.605170
ухожу	4.605170
уцхо	4.605170
участвовать	0.040822
участие	3.506558
участия	3.912023
участка	2.995732
участках	3.912023
участникам	3.912023
участниц	4.605170
учась	4.605170
учат	3.912023
учебнике	4.605170
учебного	2.407946
учета	4.605170
учетной	2.302585
училась	3.912023
учись	4.605170
учитель	4.605170
учитывая	2.659260
учить	4.605170
ушатик	4.605170
ушки	4.605170
ушко	3.218876
ушло	2.302585
уэлленд	3.912023
уют	4.605170
уюта	4.605170
уютного	4.605170
уютном	2.525729
уютную	3.506558
фаворит	4.605170
фаворитом	3.506558
фадж	4.605170
фаджа	4.605170
фазенда	4.605170
фазенды	0.127833
файлы	4.605170
факт	4.605170
фактически	3.912023
фальшивые	3.506558
фанатов	4.605170
фант	4.605170
фантазии	0.116534
фантазий	0.116534
фантазия	0.116534
фантастически	3.218876
фантастическое	4.605170
фантастической	4.605170
фарго	4.605170
фармингтон	3.506558
фарш	1.021651
фарша	0.040822
фаршем	1.966113
фарширование	4.605170
фаршированная	0.116534
фаршированного	2.995732
фаршированное	0.116534
фаршированные	0.040822
фаршированный	0.040822
фаршированных	4.605170
фаршировки	4.605170
фасолевые	4.605170
фасолевый	4.605170
фасолевым	4.605170
фасоли	3.912023
